courseId,termCode,termName,associatedAcademicCareer,associatedAcademicGroupCode,associatedAcademicOrgCode,subjectCode,catalogNumber,title,descriptionAbbreviated,description,gradingBasis,courseComponentCode,enrollConsentCode,enrollConsentDescription,dropConsentCode,dropConsentDescription,requirementsDescription
3953,1215,Spring 2021,UG,ENG,CHE,CHE,231,Physical Chemistry 2,Physical Chemistry 2,"Thermodynamics: ideal solutions; non-ideal solutions, non-electrolytic and electrolytic solutions, phase equilibrium and phase diagrams, reaction equilibrium.  Surface phenomena: surface tension, capillarity, properties of small particles, adsorption.  Chemical kinetics: rate laws, reaction rates, mechanisms, catalysis, heterogeneous reactions. [Offered: F, S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: 2B Chemical Engineering
345,1215,Spring 2021,GRD,ENG,CHE,CHE,660,Principles of Biochemical Engineering,Biochemical Engineering,"Aspects of mass-transfer, heat-transfer, fluid flow, cell growth, metabolic engineering and enzyme kinetics related to the design of biological processes and process equipment. Sterilization techniques, fermentation, bioreactor design and operation, including immobilized cell or enzyme systems and aspects of bioseparations engineering.",NUM,LEC,N,No Consent Required,N,No Consent Required,
3957,1215,Spring 2021,UG,ENG,CHE,CHE,330,Chemical Engineering Thermodynamics,Chemical Eng Thermodynamics,"Review of fundamentals, including 2nd law and concepts of equilibrium, phase and reaction equilibria, fugacity, exergy. Thermodynamics applied to practical situations. Examples chosen from: fluid flow; power generation; refrigeration; air conditioning and water cooling; liquefaction of gases; equilibria in complex chemical reactions and separation processes; surface phenomena; electrochemical reactions; biological processes. [Offered: W, S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: 3A Chemical Engineering
4018,1215,Spring 2021,UG,ENG,CHE,CHE,564,Food Process Engineering,Food Process Engineering,"Applications of unsteady and steady state heat and/or mass transfer operations to processing natural and texturized foods. Design and analysis of sterilization, low temperature preservation, concentration, separation and purification processes. Effects of formulation, additives and processing on organoleptic and nutritional quality. [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 4B Chemical Engineering
15397,1215,Spring 2021,UG,ENG,CHE,CHE,341,Introduction to Process Control,Intro to Process Control,"Laplace transform techniques. Proportional-integral-derivative control. Frequency response methods. Stability analysis. Controller tuning. Process control simulation and computer control systems. Process identification. [Offered: F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3B Chemical Engineering or Environmental Engineering
338,1215,Spring 2021,GRD,ENG,CHE,CHE,602,Chemical Reactor Analysis,Chemical Reactor Analysis,"Mixing effects (segregation and micromixing) on reactor performance analysis of reactor stability, 1- and 2- D models for packed bed reactors, heterogeneous non-catalytic reactions, heat and mass transfer effects in porous catalyst particles, reduction of data for catalytic reactions and scale-up concepts.  Examples will be drawn from packed, fluidized bed and transport reactors, polymer reactors and 3-phase reactors.",NUM,LEC,N,No Consent Required,N,No Consent Required,
9216,1215,Spring 2021,UG,ENG,CHE,CHE,401,Seminar,Seminar,General Seminar.,NON,SEM,N,No Consent Required,N,No Consent Required,Prereq: 4A Chemical Engineering
9217,1215,Spring 2021,UG,ENG,CHE,CHE,402,Seminar,Seminar,General Seminar.,NON,SEM,N,No Consent Required,N,No Consent Required,Prereq: 4B Chemical Engineering
3997,1215,Spring 2021,UG,ENG,CHE,CHE,514,Fundamentals of Petroleum Production,Fundamentals of Petroleum Prod,"Fundamentals of surface chemistry, capillary pressure and wettability. Petrophysics, measurement and interpretation of electrical, capillary and flow properties of reservoir rock. Hydrostatic pressure regimes and estimation of oil and gas reserves. Darcy's law and modelling of steady-state and transient incompressible and compressible single-phase flow through porous media. Thermodynamics of petroleum fluids. Material balance for oil and gas reservoirs: subsurface withdrawal and primary production mechanisms. Oil well testing. Two-phase flow in oil reservoirs, relative permeability, Buckley-Leverett theory of linear water flooding and sweep efficiency. Introduction to enhanced oil recovery. [Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: Level at least 3B Chemical, Environmental or Geological Engineering"
10447,1215,Spring 2021,GRD,ENG,CHE,CHE,672,Air Pollution Control,Air Pollution Control,"Treatment of gaseous waste products from representative Canadian industries. Characterization and toxicity of filtration, scrubbing, cycloning, electrostatic precipitation and other chemical treatments. Legal, sociopolitical, economic and engineering aspects. Held with CH E 572. A special project or topic required in addition to CH E 572 requirements.",NUM,LEC,N,No Consent Required,N,No Consent Required,Antireq: CHE 572
12726,1215,Spring 2021,UG,ENG,CHE,CHE,500,Special Topics in Chemical Engineering,Spec. Topics in CHE Engr'g,"Special courses on advanced topics may be offered from time to time, when resources are available.  For current offerings, inquire at the CHE undergraduate office.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 4A Chemical Engineering
13358,1215,Spring 2021,UG,ENG,CHE,CHE,313,Applications of Heat and Mass Transfer,Appl of Heat & Mass Transfer,"Convective heat transfer. Analysis of convective heat transfer in external flows using the boundary layer approach. Analysis of convective heat transfer in internal flows. Empirical correlations for convective heat transfer. Heat transfer with phase change: condensation and boiling. Heat exchanger design. Convective mass transfer. Empirical correlations for convective mass transfer. Mass transfer at fluid-fluid interfaces. Design of continuous differential contactors for absorption/stripping, distillation and liquid-liquid extraction. Analogy between heat, mass and momentum transfer. Dimensional analysis. Simultaneous heat and mass transfer operations.  [Offered:  F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3B Chemical Engineering
15398,1215,Spring 2021,UG,ENG,CHE,CHE,491,Chemical Engineering Lab 5,Chemical Engineering Lab 5,"Project-based experimental investigation of complex systems in main areas of application of chemical engineering. Topics selected from reaction engineering, separation processes, bioprocess engineering, electrochemical engineering, materials engineering and process control. [Offered: W; first offered Winter 2022]",NUM,LAB,N,No Consent Required,N,No Consent Required,Prereq: 4B Chemical Engineering
11996,1215,Spring 2021,UG,ENG,CHE,CHE,390,Chemical Engineering Lab 3,Chemical Engineering Lab 3,"A selection of computer and laboratory exercises, and project-based investigations, refreshing and reinforcing material covered in the previous term. Topics may include fluid mechanics, physical chemistry and kinetics, materials properties, and testing. [Offered: W, S]",NUM,LAB,N,No Consent Required,N,No Consent Required,Prereq: 3A Chemical Engineering
4004,1215,Spring 2021,UG,ENG,CHE,CHE,524,Process Control Laboratory,Process Control Laboratory,"Experiments on process dynamics, control and simulation of processes. Time constant; step and frequency response; controller tuning; multivariable control strategies. Implementation using simulation systems, mainframe computer control, microcomputers. [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: 4B Chemical Engineering
15799,1215,Spring 2021,UG,ENG,CHE,CHE,450,Technical Work-term Report,Technical Work-term Report,"An engineering report based upon a technical project, activity, or analysis carried out by the student, during the preceding work-term employment. Evaluation is based upon a level of written communication, technical proficiency, and engineering analysis appropriate to a graduating engineering student. [Offered: F, W, first offered Fall 2022]",NUM,PRJ,N,No Consent Required,N,No Consent Required,Prereq: PD 11; Level at least 3B Chemical Engineering
3951,1215,Spring 2021,UG,ENG,CHE,CHE,230,Physical Chemistry 1,Physical Chemistry 1,"Thermodynamics: work and heat as forms of energy. First law, internal energy and enthalpy. Heats of chemical and physical changes. Cycles and the second law, entropy. Spontaneity and equilibrium, free energies. Systems of variable composition, chemical equilibrium. Phase equilibrium and the phase rule. Ideal solutions, colligative properties.  [Offered: F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: 2A Chemical Engineering
11991,1215,Spring 2021,UG,ENG,CHE,CHE,161,Engineering Biology,Engineering Biology,"Introduction to basic concepts of biochemistry and cell biology.  Overview of the chemistry of amino acids, carbohydrates, lipids and nucleic acids.  Properties and functions of biopolymers.  Elements of cell structure and diversity, and relationship of biochemistry with cell metabolism. A focus on biotechnologically relevant examples such as biomimetic engineering design, proteomics, system biology and high throughput biology.  [Offered:  W, S]",NUM,LEC,N,Department Consent Required,D,Department Consent Required,Prereq: Level at least 1B Engineering or Software Engineering
3966,1215,Spring 2021,UG,ENG,CHE,CHE,498,Directed Research Project,Directed Research Project,"Directed research project under the supervision of faculty members.  Participation will give students experience in advanced research techniques, with valuable training for those potentially interested in graduate school or industrial research careers.  Taken over and above normal course load.  Good standing and permission of department required for registration.  [Note:  This course graded as CR/NCR.  Offered: F, S]",CNC,PRJ,D,No Consent Required,N,No Consent Required,
3949,1215,Spring 2021,UG,ENG,CHE,CHE,200,Equilibrium Stage Operations,Equilibrium Stage Operations,"Equilibrium between phases; the equilibrium stage concept. Cascades of stages with and without reflux; group methods and stage-by-stage approaches; graphical solutions. Applications in the separation of components by distillation, absorption, stripping, extraction and leaching. [Offered:  F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: 2A Chemical Engineering
3969,1215,Spring 2021,UG,ENG,CHE,CHE,483,Group Design Project,Group Design Project,Student design teams of two to four members work on design projects of industrial scope and importance under the supervision of a faculty member.  The projects are a continuation of those initiated in CHE 482.  [Offered:  W],NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CHE 482; 4B Chemical Engineering
3956,1215,Spring 2021,UG,ENG,CHE,CHE,361,Bioprocess Engineering,Bioprocess Engineering,"Review of elementary aspects of microbiology, biochemistry, molecular biology, and genetic engineering. Introduction of biological systems for the production of commercial goods and services, e.g., foods, pharmaceuticals, chemicals, fuels, diagnostics, waste treatment, and biomaterials. Introduction to design of bioprocess systems, including biosafety and sustainability. Development of reaction kinetics associated with biological systems. Quantification of metabolism. Development of material balances for key constituents in bioreactors operated in different modes, e.g., batch, fed-batch, continuous stirred-tank reactor (CSTR), perfusion, recycle. Introduction to mass and heat transfer considerations for bioreactors. Dynamic simulation of cultures defined by ordinary differential equations. Introduction of downstream processes associated with biological systems and recovery of biological products. [Offered: F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3B Chemical Engineering or Environmental Engineering
14409,1215,Spring 2021,GRD,ENG,CHE,CHE,620,Applied Engineering Mathematics,Applied Eng. Mathematics,"Advanced engineering mathematics for the solution of linear differential equations arising from physiochemical models.  Topics include scaling analysis of differential equations, series solutions for ordinary differential equations (ODEs), numerical solutions for initial/boundary value problems, Laplace transforms, characterization of partial differential equations (PDEs), and solution methods for PDEs (Sturm-Liouville transform, numerical methods).",NUM,LEC,N,No Consent Required,N,No Consent Required,CHE Grad Students Only - all others require permission of department.
15399,1215,Spring 2021,UG,ENG,CHE,CHE,383,Chemical Engineering Design Workshop,Chemical Eng. Design Workshop,"An introduction to the engineering design process, including problem definition and needs analysis, critical analysis of problems, alternative solutions, process synthesis, design constraints, and safety and environmental protection in design. This course also develops and enhances team work, project management and technical communication (written and oral). Students in teams work on open-ended problems and apply the formal methods of engineering design. At the conclusion of this course, each student team presents a pre-proposal of the design project that will become the subject of CHE 482 and CHE 483.  [Offered: F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: 3B Chemical Engineering
11992,1215,Spring 2021,UG,ENG,CHE,CHE,290,Chemical Engineering Lab 1,Chemical Engineering Lab 1,"A selection of computer and laboratory exercises refreshing and reinforcing material covered in the previous term.  Topics may include:  basic microbiology and biotechnology, introductory physical chemistry, mass and energy balances.  [Offered:  F, W]",NUM,LAB,N,No Consent Required,N,No Consent Required,Prereq: 2A Chemical Engineering
11993,1215,Spring 2021,UG,ENG,CHE,CHE,291,Chemical Engineering Lab 2,Chemical Engineering Lab 2,"A selection of computer and laboratory exercises refreshing and reinforcing material covered in the previous term.  Topics may include:  physical chemistry, design of experiments and statistics, and equilibrium stage operations.  [Offered:  F, S]",NUM,LAB,N,No Consent Required,N,No Consent Required,Prereq: 2B Chemical Engineering
12040,1215,Spring 2021,UG,MAT,CS,CS,135,Designing Functional Programs,Designing Functional Programs,"An introduction to the fundamentals of computer science through the application of elementary programming patterns in the functional style of programming. Syntax and semantics of a functional programming language. Tracing via substitution. Design, testing, and documentation. Linear and nonlinear data structures. Recursive data definitions. Abstraction and encapsulation. Generative and structural recursion. Historical context.  [Note: See Note 2 above. Offered: F,W]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Antireq: BME 121, CS 115, 137, 138, 145, CIVE 121, ECE 150, ME 101, MSCI 121, PHYS 236, SYDE 121"
11363,1215,Spring 2021,UG,MAT,CS,CS,371,Introduction to Computational Mathematics,Intro to Computational Math,"A rigorous introduction to the field of computational mathematics. The focus is on the interplay between continuous  models and  their solution via discrete processes. Topics include pitfalls in computation, solution of linear systems, interpolation, discrete Fourier transforms, and numerical integration. Applications are used as motivation. [Note: This course may be substituted for CS 370 in any degree plan or for prerequisite purposes; lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: (One of CS 116, 136, 138, 146), MATH 235 or 245, 237 or 247. Antireq: CS 335, 370, ECE 204, MTE 204"
4390,1215,Spring 2021,UG,MAT,CS,CS,338,Computer Applications in Business: Databases,Comp App in Business Databases,"A user-oriented approach to the management of large collections of data. Methods used for the storage, selection and presentation of data. Common database management systems. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: F,W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: One of CS 230, 231, 234, 246, 330; Not open to Computer Science students. Antireq: CS 348, 448, MSCI 346"
609,1215,Spring 2021,GRD,MAT,CS,CS,656,Computer Networks,Computer Networks,"An introduction to network architectures and protocols, placing emphasis on protocols used in the Internet.  Specific topics include application layer protocols, network programming, transport protocols, routing, multicast, data link layer issues, multimedia networking, network security, and network management.",NUM,LEC,N,No Consent Required,N,No Consent Required,Antireq: CS 755
14936,1215,Spring 2021,GRD,MAT,CS,CS,638,Principles of Data Management and Use,Principles of Data Mgmt & Use,"A user-oriented approach to the management of large collections of data. Relational database technology, relational algebra, SQL, database views, transactions, data modelling methodology, entity-relationship models. Introduction to several current topics in database research, such as warehousing, data mining, managing data streams, data cleaning, data integration, and distributed/parallel databases. Master of Health Informatics and Master of Data Science and Artificial Intelligence students only.",NUM,LEC,N,No Consent Required,N,No Consent Required,MHI and MDSAI Students only
11497,1215,Spring 2021,UG,MAT,CS,CS,467,Introduction to Quantum Information Processing,Intro Quantum Info Processing,Basics of computational complexity; basics of quantum information; quantum phenomena; quantum circuits and universality; relationship between quantum and classical complexity classes; simple quantum algorithms; quantum Fourier transform; Shor factoring algorithm; Grover search algorithm; physical realization of quantum computation; error-correction and fault-tolerance; quantum key distribution. [Offered: W],NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: One of MATH 114, 115, 235, 245; Level at least 4A"
15786,1215,Spring 2021,GRD,MAT,CS,CS,885,Advanced Topics in Computational Statistics,Adv Topics in Comp Stats,,NUM,SEM,N,No Consent Required,N,No Consent Required,
10167,1215,Spring 2021,UG,MAT,CS,CS,456,Computer Networks,Computer Networks,"An introduction to network architectures and protocols, placing emphasis on protocols used in the Internet. Specific topics include application layer protocols, network programming, transport protocols, routing, multicast, data link layer issues, multimedia networking, network security, and network management. [Offered: F,W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: CS 350; Computer Science students only. Antireq: CS 436, ECE 358, 428"
16280,1215,Spring 2021,GRD,MAT,CS,CS,747,Software Verification Using Proof Assistants,SW Verif Using Proof Asstnts,Dependent types and the Curry-Howard correspondence (proofs as programs); constructing inductive datatypes and proofs by induction; relations; equality; logical connectives and quantifiers; decision procedures; the simply-typed lambda calculus and theorems about it; intrinsically-typed representation; verification of elementary algorithms.,NUM,LEC,N,No Consent Required,N,No Consent Required,Antireq: CS 842 Topic 12
16281,1215,Spring 2021,GRD,MAT,CS,CS,679,Neural Networks,Neural Networks,"An introduction to neural network methods, with some discussion of their relevance to neuroscience. Simple neuron models and networks of neurons. Training feedforward networks for classification or regression. Learning using the backpropagation of errors. Unsupervised learning methods. Optimal linear decoding. Recurrent neural networks. Convolutional neural networks. Advanced topics, including adversarial inputs and biologically plausible learning methods.",NUM,LEC,N,No Consent Required,N,No Consent Required,
627,1215,Spring 2021,GRD,MAT,CS,CS,688,Introduction to Computer Graphics,Intro to Computer Graphics,"Software and hardware for interactive computer graphics. Implementation of device drivers, 3-D transformations, clipping, perspective, and input routines. Data structures, hidden surface removal, colour shading techniques, and some additional topics will be covered. Preference will be given to CS graduate students.  All others require approval from the department.",NUM,LEC,N,No Consent Required,N,No Consent Required,
12300,1215,Spring 2021,UG,MAT,CS,CS,448,Database Systems Implementation,Database Systems Implementatio,"The objective of this course is to introduce students to fundamentals of building a relational database management system. The course focuses on the database engine core technology by studying topics such as storage management (data layout, disk-based data structures), indexing, query processing algorithms, query optimization, transactional concurrency control, logging and recovery. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 348 and (CS 350 or SE 350); Computer Science students only
13657,1215,Spring 2021,UG,MAT,CS,CS,146,Elementary Algorithm Design and Data Abstraction (Advanced Level),Elem Alg Des and Data Abst Adv,CS 146 is an advanced-level version of CS 136. [Note: See Note 2 above. This course may be substituted for CS 136 in any degree plan or for prerequisite purposes. Students who receive a good grade in CS 135 may contact the instructor of CS 146 to seek admission without the formal prerequisites. Offered: W],NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: CS 145 with a grade of at least 75%. Antireq: CS 116, 136, 137, 138."
13603,1215,Spring 2021,GRD,MAT,CS,CS,755,System and Network Architectures and Implementation,Syst & Net Archs & Implement,"Distributed, multi-user applications are designed and implemented using many underlying technologies that must be coordinated to provide important features such as robustness, scalability, manageability, ubiquitous access, privacy, security, authentication, and role-based access control, to name only a few.  The network supporting the application may be crucial to its successful implementation.  The application logic itself is likely implemented in a number of languages and programming environments.  Students will be provided with an advanced overview of current networking and distributed systems topics, and will apply it to case studies drawn form consumer internet applications, enterprise systems, and medical and healthcare systems.",NUM,LEC,I,No Consent Required,N,No Consent Required,"Antireq: CS 456, 656, 454, 654"
15406,1215,Spring 2021,UG,MAT,CS,CS,241E,Foundations of Sequential Programs (Enriched),Found of Seq Prog Enriched,Enriched version of CS 241. [Note: See notes 1 and 9 above. CS 241E may be substituted for CS 241 wherever the latter is a requirement. Enrolment is restricted. Lab is not scheduled and students are expected to find time in open hours to complete their work. CS 251 is a recommended corequisite. Offered: As permitted by demand and available resources],NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: A grade of 85% or higher in one of CS 136, 138, or 146; Computer Science and BMath (Data Science) students only. Antireq: CS 230, GENE 344"
12176,1215,Spring 2021,GRD,MAT,CS,CS,795,Fundamentals of Optimization,Fundamentals of Optimization,"Linear optimization: Farkas' Lemma, duality, Simplex method, geometry of polyhedra. Combinatorial optimization: integrality of polyhedra, total unimodularity, flow problems, weighted bipartite matching. Continuous optimization: convex sets, Separation Theorem, convex functions, analytic characterizations of convexity, Karush-Kuhn-Tucker Theorem.",NUM,LEC,N,No Consent Required,N,No Consent Required,
15521,1215,Spring 2021,GRD,MAT,CS,CS,680,Introduction to Machine Learning,Intro to Machine Learning,"Introduction to modeling and algorithmic techniques for machines to learn concepts from data.  Generalization:  underfitting, overfitting, cross-validation. Tasks: classification, regression, clustering.  Optimization-based learning:  loss minimization, regularization.  Statistical learning: maximum likelihood, Bayesian learning.  Algorithms: nearest neighbor, (generalized) linear regression, mixtures of Gaussians, Gaussian processes, kernel methods, support vector machines, deep learning, sequence learning, ensemble techniques.  Large scale learning:  distributed learning and stream learning.  Applications: Natural language processing, computer vision, data mining, human computer interaction, information retrieval.",NUM,LEC,N,No Consent Required,N,No Consent Required,
712,1215,Spring 2021,GRD,MAT,CS,CS,767,Advanced Logic for Computer Science,Adv Logic for Computer Science,"The course provides extended background in mathematical logic and its applications to various branches of computer science.  It covers some fundamental concepts such as soundness and completeness theorems, compactness, the expressive power of a logic and the computational complexity of its basic decision problems.  These concepts are being demonstrated on first order logic and modal logics.  Finally the course discusses examples of applications of these concepts and tools to formal reasoning about programs and about hardware, to data bases, and to knowledge representation.",NUM,LEC,N,No Consent Required,N,No Consent Required,
620,1215,Spring 2021,GRD,MAT,CS,CS,676,Numeric Computation for Financial Modelling,Num Comp for Fin Modeling,"The interaction of financial modes, numerical methods, and computing environments.  Basic computational aspects of option pricing and hedging. Numerical methods for stochastic differential equations, strong and weak convergence.  Generating correlated random numbers.  Time-stepping methods.  Finite difference methods for Black-Scholes equation.  Discretization, stability, convergence.  Methods for portfolio optimization, effect of data errors on portfolio weights. (Heldwith CS 476).",NUM,LEC,N,No Consent Required,N,No Consent Required,
14065,1215,Spring 2021,GRD,MAT,CS,CS,675,Computational Linear Algebra,Computational Linear Algebra,"Basic concepts and implementation of numerical linear algebra techniques and their use in solving application problems.  Special methods for solving linear systems having special features.  Direct methods: symmetric, positive definite, band, general sparse structures, ordering methods.  Iterative methods: Jacobi, Gauss-Seidel, SOR, conjugate gradient.  Computing and using orthogonal factorizations of matrices.  QR and SVD methods for solving least squares problems.  Eigenvalue and singular value decompositions.  Computation and uses of these decompositions in practice.",NUM,LEC,N,No Consent Required,N,No Consent Required,"Antireq: CM/CS 372,472"
4419,1215,Spring 2021,UG,MAT,CS,CS,452,Real-time Programming,Real-time Programming,"Intended to give students experience with tools and techniques of real-time programming, this course includes not only issues of microcomputer architecture and a real-time programming language and operating system, but also hands-on experience programming a microcomputer for applications such as process control, data acquisition and communication. [Note: This course involves project work. Offered: W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 350 or SE 350; Computer Science students only
4420,1215,Spring 2021,UG,MAT,CS,CS,454,Distributed Systems,Distributed Systems,"An introduction to distributed systems, emphasizing the multiple levels of software in such systems. Specific topics include fundamentals of data communications, network architecture and protocols, local-area networks, concurrency control in distributed systems, recovery in distributed systems, and clock synchronization. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 350 or SE 350; Computer Science students only. Antireq: ECE 454
12980,1215,Spring 2021,UG,MAT,CS,CS,458,Computer Security and Privacy,Computer Security and Privacy,"Security and privacy issues in various aspects of computing.  Specific topics include: comparing security and privacy, program security, writing secure programs, controls against program threats, operating system security, formal security models, network security, Internet application security and privacy, privacy-enhancing technologies, database security and privacy, inference, data mining, security policies, physical security, economics of security, and legal and ethical issues. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: F,W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 350 or SE 350. Computer Science students only. Antireq: ECE 458
15408,1215,Spring 2021,UG,MAT,CS,CS,246E,Object-Oriented Software Development (Enriched),Object-Oriented Soft Enriched,Enriched version of CS 246. [Note: See notes 1 and 9 above. CS 246E may be substituted for CS 246 wherever the latter is a requirement. Enrolment is restricted. Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: As permitted by demand and available resources.],NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: A grade of 85% or higher in one of CS 136 or 146; Honours Mathematics students only. Antireq: SYDE 322
11444,1215,Spring 2021,UG,MAT,CS,CS,475,Computational Linear Algebra,Computational Linear Algebra,"Basic concepts and implementation of numerical linear algebra techniques and their use in solving application problems. Special methods for  solving linear systems having special features. Direct methods: symmetric, positive definite, band, general sparse structures, ordering methods.
Iterative methods: Jacobi, Gauss-Seidel, SOR, conjugate gradient. Computing and using orthogonal factorizations of matrices. QR and SVD methods for solving least squares problems. Eigenvalue and singular value decompositions. Computation and uses of these decompositions in practice.  [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: AMATH 242/CS 371 or CS 370. Antireq: CS 372, 472"
15602,1215,Spring 2021,GRD,MAT,CS,CS,600,Fundamentals of Computer Science for Data Science,Fundamentals of CS for DS,"This course is designed for Data Science MMath students who do not have an undergraduate degree in Computer Science. It provides these students with the background needed to take Data Science graduate courses with a strong computational flavour. Topics include the following. The design and operation of processors. Memory hierarchies. Basic concepts of operating systems, concurrency, parallelism, and networks. Elementary data structures and their use in algorithm design and analysis.",NUM,LEC,I,No Consent Required,N,No Consent Required,
4392,1215,Spring 2021,UG,MAT,CS,CS,341,Algorithms,Algorithms,"The study of efficient algorithms and effective algorithm design techniques. Program design with emphasis on pragmatic and mathematical aspects of program efficiency. Topics include divide and conquer algorithms, recurrences, greedy algorithms, dynamic programming, graph search and backtrack, problems without algorithms, NP-completeness and its implications. [Note: Enrolment is restricted; see Note 1 above. Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: F,W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: CS 240 and (MATH 239 or 249); Computer Science and BMath (Data Science) students only. Antireq: CS 231, ECE 406"
4436,1215,Spring 2021,UG,MAT,CS,CS,487,Introduction to Symbolic Computation,Intro to Symbolic Computation,"An introduction to the use of computers for symbolic mathematical computation, involving traditional mathematical computations such as solving linear equations (exactly), analytic differentiation and integration of functions, and analytic solution of differential equations. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 231 or 234 or 240; Honours Mathematics only
13911,1215,Spring 2021,UG,MAT,CS,CS,485,Statistical and Computational Foundations of Machine Learning,Stat and Comp Found of Machine,"Extracting meaningful patterns from random samples of large data sets. Statistical analysis of the resulting problems. Common algorithmic paradigms for such tasks. Central concepts: VC-dimension, margins of a classifier, sparsity and description length, other types of regularization. Performance guarantees: generalization bounds, data dependent error bounds and computational complexity of learning algorithms. Common paradigms: neural networks, kernel methods and support-vector machines, boosting, nearest neighbor classifiers. Applications to data mining.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 341 and (STAT 206 or 230 or 240); Computer Science and BMath (Data Science) students only
15315,1215,Spring 2021,UG,MAT,CS,CS,451,Data-Intensive Distributed Computing,Data-Intel Distrib Computing,"Introduces students to infrastructure for data-intensive computing, with a focus on abstractions, frameworks, and algorithms that allow developers to distribute computations across many machines.  Topics include core concepts (partitioning, replication, locality, consistency), computational models (MapReduce, dataflows, stream processing, bulk-synchronous parallel), and applications. [Offered: F,W]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: CS 341, 348 and (CS 350 or SE 350); Computer Science and BMath (Data Science) students only"
10044,1215,Spring 2021,UG,MAT,CS,CS,489,Advanced Topics in Computer Science,Advanced Topics in Comp Sci,See the Course Offerings List for topics available.,NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3B; Computer Science students only
4382,1215,Spring 2021,UG,MAT,CS,CS,251,Computer Organization and Design,Computer Organization & Design,"Overview of computer organization and performance. Basics of digital logic design. Combinational and sequential elements. Data representation and manipulation. Basics of processor design. Pipelining. Memory hierarchies. Multiprocessors. [Note: Students enrolled in Digital Hardware Specialization should enrol in ECE 222. Enrolment is restricted; see Note 1 above. Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: F,W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: One of CS 136, 138, 146; Computer Science and BMath (Data Science) students only. Antireq: BME 292/393, ECE 222, ME 262, MTE 262, SYDE 192"
15821,1215,Spring 2021,GRD,MAT,CS,CS,794,Optimization for Data Science,Optimization for Data Science,"Techniques for formulating data science models as optimization problems. Algorithms for solving data science problems with an emphasis on scalability, efficiency and parallelizability including gradient-descent based algorithms, derivative-free algorithms, and randomized algorithms. Theoretical analyses of algorithms and approaches for recognizing the most suitable algorithm for solving a particular problem.",NUM,LEC,N,No Consent Required,N,No Consent Required,
