courseId,termCode,termName,associatedAcademicCareer,associatedAcademicGroupCode,associatedAcademicOrgCode,subjectCode,catalogNumber,title,descriptionAbbreviated,description,gradingBasis,courseComponentCode,enrollConsentCode,enrollConsentDescription,dropConsentCode,dropConsentDescription,requirementsDescription
3492,1215,Spring 2021,UG,ENG,ARCH,ARCH,110,Visual and Digital Media 1,Visual & Digital Media 1,"Introduction to the use of graphic media in architecture. Students will engage in exercises in drawing using various media, acquire digital skills, and develop fluency in diverse forms of architectural presentation. [Offered: F]",NUM,STU,N,No Consent Required,N,No Consent Required,Prereq: Architecture students only
3494,1215,Spring 2021,UG,ENG,ARCH,ARCH,113,Visual and Digital Media 2,Visual & Digital Media 2,"Introduction to computing techniques in architecture. Students will be instructed in the conceptual foundations for computer use in architecture, graphic applications for the computer and skills for two-dimensional drawing, three-dimensional modelling and graphic techniques for visualization and portfolio development. Students will gain fluency in a range of software applications for the purposes of developing technical and visual proficiencies to be integrated into the design process. [Offered:  W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 110
3496,1215,Spring 2021,UG,ENG,ARCH,ARCH,142,Introduction to Cultural History,Intro to Cultural History,"This course will introduce an approach to cultural history and attempt to localize modern humanity by looking at the principal icons and images that have been central to the compelling myths of Modernism, the principal movement and source of art and architecture in 20th century Western culture. This course will examine how living myths are recapitulated or transformed in relationship to the artistic and cultural conventions of the period.  [Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Architecture students only
15001,1215,Spring 2021,UG,ENG,ARCH,ARCH,510,Special Topics in Visual and Digital Media,Visual & Digital Media,"A range of special topics within visual and digital media that include course offerings in parametric design and scripting, advanced visualization, interaction design, and digital fabrication. [Offered: F,W,S]",NUM,SEM,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
14259,1215,Spring 2021,UG,ENG,ARCH,ARCH,277,"Timber: Design, Structure and Construction for Engineers","Timber: Design, Struct & Const","Architectural case studies are used to examine conceptual development, structural design, building process and the selection of structural timber systems. Topics such as flexural, compression and truss members, connections, and plywood construction are studied using calculations, design aids, rules of thumb and the latest CSA design standards. [Offered: S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 260 or CIVE 204 or CIVE 205. Antireq: ARCH 276
3535,1215,Spring 2021,UG,ENG,ARCH,ARCH,345,Architectural Theory 1850-1990,Architectural Theory 1850-1940,"Beginning with the introduction of important theories of architecture in vogue prior to 1850, this course examines texts, movements, buildings, projects, and urban proposals of the period in order to understand the structure of contemporary architectural theory.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 247
10644,1215,Spring 2021,GRD,ENG,ARCH,ARCH,624,The Social Ecology of the Urban Periphery,Social Ecology Urban Periphery,"With the rise of the metropolis, the development of new transport and leisure infrastructures, the rapid adoption of new  technologies of communication (radio, television, internet), and the pervasive influence of marketed """"lifestyles,"""" public spaces have lost much of their customary function as a common ground, while the periphery is invested as a new semi-public commons. This course explores the dynamic relation between the old politics of the architectural centre and  the new social ecologies of the sub-urban and natural peripheries, to identify fresh design opportunities within the development economy of the sub-urban, semi-rural, and  """"cottage-country"""" edge. Consent of instructor required for those who do not have the required course.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 327
10636,1215,Spring 2021,GRD,ENG,ARCH,ARCH,642,Modernism to the 21st Century,Modernism to the 21st Century,"This course examines the cultural, architectural and urban history of that complex period known as modernism. It is an overview of the individual works, movements and critical texts associated with the evolution of modern architecture and urbanism from the beginning of the 20th century to the early years of the second millennium.  The social, technological and aesthetic ambitions of the modern project are critically reviewed and its development and dissemination in Europe, the Americas and Asia is traced.  Selected works are examined in depth as examples of the canonic and vibrant forms of modernism.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
15396,1215,Spring 2021,GRD,ENG,ARCH,ARCH,671,Technical Report,Technical Report,"Students will investigate and report on technical issues as they relate to the development of the Comprehensive Building Project in the Parallel Design Studio. Innovation and integration in architectural design will be stressed with respect to structure, building envelope, environmental systems, sustainable assessment system, health and life safety, movement systems, site planning and the integration of information technology.",NUM,SEM,D,No Consent Required,N,No Consent Required,Coreq: ARCH 691
10648,1215,Spring 2021,GRD,ENG,ARCH,ARCH,676,Lightweight Structures,Lightweight Structures,"Innovative structures - frames, fabrics and shells -  give architects design options that have not previously existed, especially with long spans and large, single building volumes. The course deals with the applications, analysis, economics, design and fabrication of modern lightweight structures.  Consent of instructor required for those outside of the M.Arch program. 
University of Waterloo BES pre-prefessional Architecture Degree",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
11629,1215,Spring 2021,GRD,ENG,ARCH,ARCH,678,Digital Lighting Design for Architecture,Digital Lighting Design,"The intention of the course is to learn to achieve design intent in terms of artificial and natural lighting by digital means. There are three componentsd to the course. One is lighting concepts in terms of colour and materiality, light propagation, sky conditions, sun movement and quantitative lighting analysis including glare. Another component is the use of physically accurate lighting simulation and rendering software. A third is lighting design and critical evaluation through exercises and a small design project.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 113
10627,1215,Spring 2021,GRD,ENG,ARCH,ARCH,611,"Drawing, Representation and Practice","Drawing, Represent & Practice","In architecture, there is a crucial tension between the act of drawing -- the representation of three dimensioned forms in two dimensions -- and the fabrication of those forms in a concrete context. Using case studies of artisanal production and industrial design and manufacture, and addressing the possibilities and limitations of the computer as a design and production tool in architecture, this seminar draws out a discourse on the cultural momentum of composition and representation, and the fabrication of architectural forms in both virtual and material realities, establishing provisional guidelines for their interplay.  Consent of instructor required for those outside of the M.Arch program",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
10628,1215,Spring 2021,GRD,ENG,ARCH,ARCH,612,Originality and Invention in Architecture,"Originality,Invention Architec","Professional knowledge in architecture involves not only the application of science or theory to instrumental problems, but also the innovation that calls for cognitive risk-taking, reflection-in-action, and learning-by-doing. This practice is legitimized by a discourse that evolved  in the nineteenth century, and that defines a good project as an original project. Critically engaging this discourse of originality, this course addresses the processes and strategies that foster invention in architecture in a reflective practicum that emphasizes the value of synthetic thinking across disciplines.  Consent of instructor required for those outside of the M.Arch program.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
10638,1215,Spring 2021,GRD,ENG,ARCH,ARCH,644,"Architecture, Memory and Commemoration","Arch,Memory & Commemoration","From its very beginnings, building has consecrated sites of history by transforming, through a process of reification, the fleeting memories of individuals into a communally shared and politically significant history. This course examines the different ways buildings and architecturally articulated precincts have operated as instruments of memory in the traditional tribal society, the ancient city-states, the multi-ethnic empire, Christendom, the modern nation state, and the post-industrial, post-modern, and multi-cultural commonwealths of today. Consent of instructor required for those who do not have the required prerequisite.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 246 or 247 or instructor consent
10639,1215,Spring 2021,GRD,ENG,ARCH,ARCH,645,Architecture and the State,Architecture and the State,"Through the creation of buildings, infrastructure programs, funding agencies, policy initiatives, procurement practices and regulatory agencies central governments have used architecture to shape and unify the nation and define the national territory. This course investigates the
relationship between politics and architecture, with particular attention on the rise and decline of Canadian federal architecture and Canadian federal architectural policy, using case studies to explore the way various Canadian governments sought to establish and re-represent a common Canadian identity.  Consent of instructor required for those who do not have the required prerequisite.",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 246 or 247 or instructor consent
10640,1215,Spring 2021,GRD,ENG,ARCH,ARCH,672,Energy Effective Design,Energy Effective Design,"Vernacular building techniques once manifested the principles of passive solar heating, passive cooling and daylighting by solar orientation. Searching for ways to design energy efficient,  comfortable and functional buildings, this workshop revisits the principles of passive heating,  cooling and solar lighting, and explores the operation and use of energy simulation computer programs and post occupancy analysis within the context of sustainable design. The methods will  be tested in two design projects: a freestanding suburban house and an urban row house. Consent of instructor required for those outside of the M.Arch program.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
12034,1215,Spring 2021,GRD,ENG,ARCH,ARCH,646,Architecture and Film,Architecture and Film,"This course explores the relationship between Architecture and the development of early, modern and science fiction films via the examination of the source and methods of portrayal of architectural expression in film.  Films will be viewed to examine precedents for imagery, set design, location selection, as well as the integrated vision of the urban and dystopic environmental future.  Futuristic film architecture will provide an opportunity to study a vision of the future of urban built form and provide a forum for critical discussion.  Assignments will require that the students become familiar with different methods of media:  video filming, sound and visual editing, web page production.",NUM,LEC,N,No Consent Required,N,No Consent Required,
15005,1215,Spring 2021,UG,ENG,ARCH,ARCH,429,Global Cities,Global Cities,"A global cities course enabling students to travel abroad and study first hand the architecture and urbanism of cities across Europe, Asia and South America. These course offerings are thematically based and involve field trips to specific architectural sites, cities, and regions around the world. [Note: Additional course travel fee applies to this course, please contact the Architecture Student Services Co-ordinator for current fees. Offered: F,W,S]",NUM,SEM,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
12948,1215,Spring 2021,UG,ENG,ARCH,ARCH,215,Communication Design,Communication Design,This course will elaborate upon the graphic and communication conventions established in the fundamental architecture curriculum through a series of assignments ranging from conventional architectural techniques to introductory principles of graphic and industrial design. The intention is to: cultivate an understanding of fundamental concepts and techniques in leading vector and raster-based graphic tools for design development and presentation; to develop an understanding of the paradigm shift from digital media as a representation tool to that of design development; to expand the depth and breath of skills necessary for modern design industry; and to apply design techniques and technologies to and from industrial and graphic design.  [Offered:  S],NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 2B Architecture
14262,1215,Spring 2021,UG,ENG,ARCH,ARCH,346,Competitions in Architecture,Competitions in Architecture,"This course provides an opportunity for the student to independently engage in the respected tradition of the Architectural Competition. The competition entry and accompanying research paper must focus on the use of architectural precedents as the basis for the creation of typologically based propositions. Submission to the external competition is mandatory, the timing and detailed requirements of which will determine the personalized academic requirements for this course. [Offered: W, S]",NUM,SEM,I,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
15002,1215,Spring 2021,UG,ENG,ARCH,ARCH,570,Special Topics in Building Technology and Environmental,Building Tech & Enviro Courses,"A range of special topics courses within building technologies, structures, materials and methods and environmental systems including coursework in alternative energy systems, ecological design and design build. [Offered: F,W,S]",NUM,SEM,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
3498,1215,Spring 2021,UG,ENG,ARCH,ARCH,260,Principles of Structures,Principles of Structures,"Fundamental concepts of mechanics and structures, as related to architectural design, study of loading conditions, forces, moments, systems of forces, conditions of equilibrium for two- and three-dimensional structures, centre of gravity of loads and areas, bar forces in trusses, simple frame analysis, moment of inertia. Concepts of simple stress and strain; shear and bending moments in simple beams; shear and moment diagrams, qualitative deflected shapes, flexural and shearing stresses, deflection calculations; compression members; Euler's formula.  [Offered:  F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 1B Architecture students.  Antireq: ARCH 163
10647,1215,Spring 2021,GRD,ENG,ARCH,ARCH,675,Sheltering Systems,Sheltering Systems,"This studio/workshop explores the architectural, technological, social and economic aspects of building system design - building systems are considered in the broadest terms. ARCH 675 expects participants to be aware of and pay particular attention to the matrix of cultural, sociological and geographic extremes.  Participants are expected to be capable of considerable independent study supported by frequently scheduled meetings with the course instructor.  This course incorporates design-build experience, wherein the construction of proposed systems is explored through the development of prototypes. Consent of instructor required for those outside of the M.Arch program.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
10398,1215,Spring 2021,UG,ENG,ARCH,ARCH,332,Design/Build Workshop,Design/Build Workshop,"A design/build workshop which offers opportunities for hands-on experience in three-dimensional design. Advancements of technical and design skills provide the underpinnings for the projects. Students are encouraged to explore a variety of media and techniques such as woodworking and metalworking, allowing for both individual and small team investigations. A logbook will be kept to record creative intentions and the design process from conception to completion.  [Offered: F, W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 2B Architecture students
10634,1215,Spring 2021,GRD,ENG,ARCH,ARCH,692,Thesis Research and Design Studio I,Research & Design Studio I,"The Graduate Thesis is designed to develop competence in design research and critical analysis while providing students with the opportunity to examine in depth current topics in architectural theory and practice, and to position these within a broader cultural context. Graduate Thesis Research and Design is a two-semester sequence of courses that guide students in the development of an individualized topic that is related to broader thematic areas within architecture, urbanism and landscape. ARCH 692 requires each student to formulate a focused research agenda, the premise of which will be developed throughout the preparation of a written research document and/or tested through a specific design proposal in ARCH 693. Studio fee $25.00.",NUM,STU,D,No Consent Required,N,No Consent Required,MArch Grad Students only
3571,1215,Spring 2021,UG,ENG,ARCH,ARCH,475,Experimental Course,Experimental Course,"This course allows for additional electives to the program on a short-term basis, and for developing future permanent courses.",NUM,LEC,D,No Consent Required,N,No Consent Required,
3575,1215,Spring 2021,UG,ENG,ARCH,ARCH,484,Architectural Research,Architectural Research,"This course offers a student an opportunity for independent research into architectural problems not offered in the regular curriculum. It allows guided exploration of a specific architectural problem area, of appropriate complexity to the particular term.",NUM,LEC,D,No Consent Required,N,No Consent Required,Prereq: Level at least 4A Architecture
14261,1215,Spring 2021,UG,ENG,ARCH,ARCH,331,Working with Wood,Working with Wood,"This course focuses on understanding the premise that hand skills can facilitate and help inform conceptual and academic skills. The content provides a broad-based introduction to woodworking equipment, its fabrication methods and methodology. A combination of lectures and hands-on experiences are used to equip students with the basic skills and knowledge required to conceptualize, fabricate, and finish a designed object from wood. [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture. Antireq: ARCH 385 (Topics Course - Working with Wood)
14933,1215,Spring 2021,GRD,ENG,ARCH,ARCH,610,Architectural Research and Analysis,Arch Research and Analysis,"This course exposes students to research methodologies and diagrammatic strategies used for the analysis of works of architecture, approaches to design and key texts. These will act as case studies to learn about the conceptual ideas, formal/spatial principles, material systems and operative design strategies employed in the making of architecture while introducing students to analytical methods and processes considered integral to advanced research and design.  The rigorous consideration of precedent and design research methods fosters a deeper connection of students' work with the discipline, better enabling them to position their ideas within a larger conceptual discourse while giving them the methodological tools to prepare them for the undertaking of a research and design thesis.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
10641,1215,Spring 2021,GRD,ENG,ARCH,ARCH,673,The Science of the Building Envelope,Science Building Envelope,"The building envelope has become the single most significant and element within the contemporary economy of building. It bears much of the identity and amenity of buildings, is the site of significant expenditure, the occasion of environmental concern and attention, the object of much technological innovation, and the locus of entropy. This course provides an advanced study of the building envelope as the place where design, technology, building science, and environmental concerns converge. It discusses matters such as natural light and ventilation or the short- and long-term behaviours of building materials, and assesses the use of new generations of ""smart"" mechanical environmental devices. Consent of instructor required for those outside of the M.Arch program.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
3545,1215,Spring 2021,UG,ENG,ARCH,ARCH,374,Experimental Course,Experimental Course,"This course allows for additional electives to the program on a short-term basis, and for developing future permanent courses.",NUM,LEC,D,No Consent Required,N,No Consent Required,
15046,1215,Spring 2021,GRD,ENG,ARCH,ARCH,693,Thesis Research & Design Studio II,Research & Design Studio II,"Graduate Thesis Research & Design Studio II guides students through the development of their thesis projects. Students may draw from a wide range of sources both within and beyond the conventional boundaries of the architectural discipline, using methods of exploration that mat employ the tools of architectural production and critique, and that culminate in a written research document and/or design proposal. The goal of the Graduate Thesis is to make an active contribution to the field by opening up new ways of understanding an existing architectural topic. Studio fee $ 25.00.",NUM,STU,D,No Consent Required,N,No Consent Required,MArch Grad Students only
15048,1215,Spring 2021,GRD,ENG,ARCH,ARCH,690,Design Studio,Design Studio,"The Design Studio is subdivided into various sections, providing students the opportunity to select an Architectural studio of their interest and undertake a detailed exploration of design project within this theme. Studio fee $25.00.",NUM,STU,N,No Consent Required,N,No Consent Required,MArch Grad Students only
11628,1215,Spring 2021,GRD,ENG,ARCH,ARCH,677,Survey of Digital Design Technologies for Architecture,Digital Design Technologies,"This course provides an overview of the software and hardware technologies to support the design of an architecture that is more holistically conceived on cultural, social, health, technical and formal grounds that would otherwise be possible.  What is taught facilitates an integrated design process where all disciplines collaborate through all phases of a project to achieve a sustainable design. There will be an exploration of software applications including the generation of landscapes and vegetation, energy analysis, acoustics, lighting, structure, people movement, air flow analysis, microclimate analysis and various types of three-dimensional modelling software, particularly, packages that facilitate interfacing with rapid prototyping and allow complex form generation. Rapid prototyping techniques will include laser cutting, three-dimensional printing and CNC 3-axis machining. The course format is a seminar in which each student will explore some of these technologies in depth by means of a small design example and presentations to the class while obtaining an overview from the course lectures and presentations by other students on other applications.",NUM,LEC,D,No Consent Required,N,No Consent Required,Prereq: ARCH 113. MArch Grad Students only
15045,1215,Spring 2021,GRD,ENG,ARCH,ARCH,662,"Steel & Concrete: Design, Structure and Construction","Steel & Concrete: D,S & C","Architectural case studies are used to examine conceptual development, structural design, building process and the selection of structural steel and concrete systems. Topics such as tension, flexural and compression members; and connections are studies using calculations, design aids, rules of thumb and the latest CSA design standards. Heldwith ARCH 362- graduate students will be required to complete additional coursework for graduate level course credit.",NUM,LEC,N,No Consent Required,N,No Consent Required,MArch Grad Students only
11174,1215,Spring 2021,UG,ENG,ARCH,ARCH,442,Contemporary Architectural Theory,Contemporary Arch Theory,"This course presents a thematically organized survey of contemporary architectural theory that focuses on the relationship between seminal theoretical texts and critical developments in contemporary architectural theory and practice. The course is intended to be a forum for discussion of selected topics in contemporary culture, and to provide students with an advanced knowledge base in contemporary architectural theory to ground more specialized architectural electives while acting as a support for thesis and other forms of advanced architectural research. [Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 342
11766,1215,Spring 2021,UG,ENG,ARCH,ARCH,443,Architecture and Film,Architecture and Film,"This course explores the relationship between Architecture and the development of early, modern and science fiction films via the examination of the source and methods of portrayal of architectural expression in film. Films will be viewed to examine precedents for imagery, set design, location selection, as well as the integrated vision of the urban and dystopic environmental future. Futuristic film architecture will provide an opportunity to study a vision of the future of urban built form and provide a forum for critical discussion. Assignments will require that the students become familiar with different methods of media; for example - video filming, sound and visual editing, web page production.  [Offered:  F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A
10646,1215,Spring 2021,GRD,ENG,ARCH,ARCH,685,Readings and Seminars in Architecture,Readings in Architecture,"Issues to be negotiated on an individual basis with faculty members. An outline of this course, approved by the professor in charge, must be submitted to the Graduate Officer within three weeks of registration.",NUM,RDG,D,No Consent Required,N,No Consent Required,
15047,1215,Spring 2021,GRD,ENG,ARCH,ARCH,629,Global Cities,Global Cities,"An elective offering that enables students to travel abroad and study firsthand the architecture and urbanism of cities across Europe, Asia and South America. Sections are thematically based and include field trips to specific architectural sites, cities and regions around the world. Additional travel costs associated with field trips to be determined based on location.",NUM,SEM,N,No Consent Required,N,No Consent Required,MArch Grad Students only
3515,1215,Spring 2021,UG,ENG,ARCH,ARCH,246,Pre-Renaissance to Reformation,Pre-Renaissance to Reformation,"This course presents the cultural history of the High and Late Middle Ages, the Renaissance, and the Reformation: from the 12th to 17th centuries. Recognition of the patterns of life of feudalism, the medieval world, scholasticism, the humanist re-interpretation of the place of Man in the universe, the protestant challenge to established doctrines of faith, and the new understanding of the human and natural worlds in the wake of the European discovery of Asia and the Americas. Analysis of the art and architecture from this era with emphasis on the French and German Gothic, and the Italian Renaissance and its spread and transformation in the rest of Europe.  [Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 143
3531,1215,Spring 2021,UG,ENG,ARCH,ARCH,285,Architectural Research,Architectural Research,"This course offers a student an opportunity for independent research into architectural problems not offered in the regular curriculum, guided exploration of specific architectural problem areas, of appropriate complexity to the particular term.",NUM,LEC,D,No Consent Required,N,No Consent Required,Prereq: Level at least 2A Architecture
3555,1215,Spring 2021,UG,ENG,ARCH,ARCH,385,Architectural Research,Architectural Research,"This course offers a student an opportunity for independent research into architectural problems not offered in the regular curriculum. It allows guided exploration of a specific architectural problem area, of appropriate complexity to the particular term.",NUM,RDG,D,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
14260,1215,Spring 2021,UG,ENG,ARCH,ARCH,328,Approaches to Architecture and Urbanism,Architecture and Urbanism,"The course develops a trans-disciplinary overview to design approaches in architecture and urbanism using image- and symbol-making as key activities in designing environments. The course evaluates the quality of results and the quality of process of design of environments. The students address topics within a wide range of subject matter groupings, from sustainable architecture to engineering, landscape and infrastructure, to branding and aesthetic practices, to design within the municipal political forum. Students present seminars on diverse categories of design as a means to develop a personal design ethos. The final submission includes a set of drawings, diagrams and images that represent a set of design principles allowing students to consciously take a position in the world as a designer. [Offered: F, W]",NUM,SEM,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
3549,1215,Spring 2021,UG,ENG,ARCH,ARCH,375,Experimental Course,Experimental Course,"This course allows for additional electives to the program on a short-term basis, and for developing future permanent courses.",NUM,LEC,D,No Consent Required,N,No Consent Required,
3530,1215,Spring 2021,UG,ENG,ARCH,ARCH,284,Architectural Research,Architectural Research,"This course offers a student an opportunity for independent research into architectural problems not offered in the regular curriculum, guided exploration of specific architectural problem areas, of appropriate complexity to the particular term.",NUM,RDG,D,No Consent Required,N,No Consent Required,Prereq: Level at least 2A Architecture
3554,1215,Spring 2021,UG,ENG,ARCH,ARCH,384,Architectural Research,Architectural Research,"This course offers a student an opportunity for independent research into architectural problems not offered in the regular curriculum. It allows guided exploration of a specific architectural problem area, of appropriate complexity to the particular term.",NUM,RDG,D,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
3577,1215,Spring 2021,UG,ENG,ARCH,ARCH,485,Architectural Research,Architectural Research,"This course offers a student an opportunity for independent research into architectural problems not offered in the regular curriculum. It allows guided exploration of a specific architectural problem area, of appropriate complexity to the particular term.",NUM,LEC,D,No Consent Required,N,No Consent Required,Prereq: Level at least 4A Architecture
15004,1215,Spring 2021,UG,ENG,ARCH,ARCH,540,Special Topics in Architectural History and Theory,Architectural History & Theory,"A range of special topics courses within cultural and architectural history, theory and criticism. [Offered: F,W,S]",NUM,SEM,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
15003,1215,Spring 2021,UG,ENG,ARCH,ARCH,520,Special Topics in Urbanism and Landscape,Urbanism & Landscape,"A range of special topics courses within urbanism and landscape. [Offered: F,W,S]",NUM,SEM,N,No Consent Required,N,No Consent Required,Prereq: Level at least 3A Architecture
11141,1215,Spring 2021,UG,ENG,ARCH,ARCH,364,Building Science,Building Science,"The physio-technical factors that influence building design for performance,  durability, efficiency, health, and sustainability will be explored. Common building design construction problems, their causes and solutions, will be examined with the aid of case studies. Using the principles of building science, good details of masonry, wood, steel, and glass will be developed. [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 173. Antireq: ARCH 264
3557,1215,Spring 2021,UG,ENG,ARCH,ARCH,393,Option Design Studio,Option Design Studio,"This Design Studio is subdivided into distinct studio sections, each of which provides a specific platform for advanced research and design presented within the context of a topic or set of issues to be explored in relation to a specific design project, program and site. These studios range in both scale and scope, traversing an array of academic investigations, design hypotheses, research agendas, interdisciplinary explorations, and pedagogical intentions. These topics foreground the disciplinary arenas within architecture in the areas of architectural theory, media, technology, urbanism, and landscape. [Offered: F]",NUM,STU,N,No Consent Required,N,No Consent Required,Prereq: ARCH 392
15006,1215,Spring 2021,UG,ENG,ARCH,ARCH,212,Digital Fabrication,Digital Fabrication,"This course will introduce students to the tools, work-flows, and culture surrounding computer-aided design/computer-aided manufacturing (CAD/CAM) and its creative applications within architecture. Students will learn how to work with CAD/CAM technologies such as laser cutters, three-dimensional (3D) printers and computer numerical control (CNC) routers while expanding their knowledge of two- and three-dimensional CAD geometries that inform the digital fabrication process. [Offered: F]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 113
3536,1215,Spring 2021,UG,ENG,ARCH,ARCH,248,"Enlightenment, Romanticism and the 19th Century","Enlight, Romanticism & 19th C","This course investigates the cultural and architectural history of the scientific, agricultural, industrial and social revolutions. Depiction of early modern culture and those of the Enlightenment and the long nineteenth century as one in which the notion of environmental order as the fulfilling of natural law is replaced by a notion of order as the historical creation of autonomous will. Analysis of the art and architecture from this era with emphasis on the Baroque, Neo-Classicism, Historicism, and the Industrial Revolution. Selected works in philosophy, literature, art and architecture will be studied. [Offered: S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 246
13900,1215,Spring 2021,GRD,ENG,ARCH,ARCH,686,Competitions in Architecture,Competitions in Architecture,"This course provides an opportunity for the student to independently engage in the respected tradition of the Architectural Competition.  The competition entry and accompanying research paper must focus on the use of architectural precedents as the basis for the creation of typologically based propositions.  Submission to the external competition is mandatory, the timing and detailed requirements of which will determine the personalized academic requirements for this course.",NUM,RDG,I,No Consent Required,N,No Consent Required,MArch Grad Students only
10127,1215,Spring 2021,UG,ENG,ARCH,ARCH,175,Experimental Course,Experimental Course,"This course offers a vehicle for introducing additional electives to the program on a short-term basis, and for developing future permanent courses.",NUM,LEC,D,No Consent Required,N,No Consent Required,
13899,1215,Spring 2021,GRD,ENG,ARCH,ARCH,641,The Inner Studio,The Inner Studio,"The built world and the inner world are linked, and have the potential to touch us through the act of design.  The inspiration and meaning for the creative designs we need are available from the psyche but we have not been given the tools to access these resources and bring them into the built world.  The purpose of this elective is to connect architects with new pathways and creative tools for bringing their imagination into the world.  This course presents a psychological view of the built world in order to help architects understand the wisdom of their dreams, shadows and body during the process of design.  Its in-depth approach allows the architect to experience the act of design as inseparable from enriching the self.",NUM,LEC,I,No Consent Required,N,No Consent Required,MArch Grad Students only
3502,1215,Spring 2021,UG,ENG,ARCH,ARCH,192,Design Studio,Design Studio,Development of the means to appreciate the art and science of building; introduction to the study of theories of architecture; development of skills in graphic communication; introduction to a study of building elements; promotion of the application of theory in the practice of design. [Note: Field trip (one week). Field trip cost: $300 - $450.  Offered:  F],NUM,STU,N,No Consent Required,N,No Consent Required,Prereq: Architecture students only
11139,1215,Spring 2021,UG,ENG,ARCH,ARCH,314,Digital Design,Digital Design,"This intermediate level course provides a more in-depth theoretical foundation in architectural design by computer, including three-dimensional modelling, light and colour, rendering, image processing and animation.  Practice is provided by weekly tutorial exercises and a small term design project. [Note: Formerly ARCH 212. Offered:  W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 113
10399,1215,Spring 2021,UG,ENG,ARCH,ARCH,342,Modernism to the 21st Century,Modernism to the 21st Century,"This course examines the cultural, architectural and urban history of that complex period known as modernism. It is an overview of the individual works, movements and critical texts associated with the evolution of modern architecture and urbanism from the beginning of the 20th century to the early years of the second millennium. The social, technological and aesthetic ambitions of the modern project are critically reviewed and its development and dissemination in Europe, the Americas and Asia is traced. Selected works are examined in depth as examples of the canonic and variant forms of modernism.  [Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 247
3521,1215,Spring 2021,UG,ENG,ARCH,ARCH,274,Experimental Course,Experimental Course,"This course offers a vehicle for introducing additional electives to the program on a short-term basis, and for developing future permanent courses.",NUM,LEC,D,No Consent Required,N,No Consent Required,
3539,1215,Spring 2021,UG,ENG,ARCH,ARCH,362,"Steel and Concrete: Design, Structure and Construction","Steel & Concrete: D, S & C","Architectural case studies are used to examine conceptual development, structural design, building process and the selection of structural steel and concrete systems. Topics such as tension, flexural and compression members; and connections are studied using calculations, design aids, rules of thumb and the latest CSA design standards.  [Offered:  W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: ARCH 262 or (ARCH 260 and ARCH 276)
10645,1215,Spring 2021,GRD,ENG,ARCH,ARCH,684,Special Topics in Architecture,Special Topics in Architecture,"This course allows for additions in the program on a short term basis, and for the development of future permanent courses.",NUM,LEC,D,No Consent Required,N,No Consent Required,
